scenario,year,re_opening_nav,re_noi_yield,re_noi,gross_rent,re_asset_mgmt_fee,net_re_cashflow,re_appreciation_rate,re_closing_nav,hf_opening_nav,hf_return,hf_harvest,hf_closing_nav,refinance_proceeds,refinance_use_of_proceeds,cumulative_refinance_proceeds,reserve_opening_nav,reserve_closing_nav,retained_cash,lp_cash_yield_target,lp_cash_yield_paid,lp_cash_yield_shortfall,cumulative_lp_cash_yield_shortfall,lp_cash_yield_coverage_ratio,lp_distribution,lp_cumulative_distribution,lp_remaining_hurdle,economic_hurdle_passed,liquidity_available,liquidity_hurdle_passed,gp_fees,gp_cumulative_fees,gp_residual_nav,fund_nav,event_flag
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,3,8930312.5,0.07803,696832.284375,982334.375,29470.03125,667362.253125,0.025,9153570.3125,240000.00000000006,0.05,0.0,252000.00000000006,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,667362.253125,1914567.253125,18085432.746875,False,3040392.578125,False,29470.03125,86271.28125,0.0,9905570.3125,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,4,9153570.3125,0.07959060000000001,728538.1533140626,1006892.734375,30206.782031249997,698331.3712828127,0.025,9382409.5703125,252000.00000000006,0.05,0.0,264600.00000000006,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,698331.3712828127,2612898.624407813,17387101.375592187,False,3110202.392578125,False,30206.782031249997,116478.06328125,0.0,10147009.5703125,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,5,9382409.5703125,0.081182412,761686.6392898523,1032065.052734375,30961.951582031248,730724.6877078211,0.025,9616969.809570312,264600.00000000006,0.04,0.0,275184.00000000006,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,730724.6877078211,3343623.312115634,16656376.687884366,False,3179426.452392578,False,30961.951582031248,147440.01486328125,0.0,10392153.809570312,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,6,9616969.809570312,0.08280606023999999,796343.3813775405,1057866.6790527343,31736.000371582028,764607.3810059585,0.025,9857394.05480957,275184.00000000006,0.04,0.0,286191.36000000004,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,764607.3810059585,4108230.6931215925,15891769.306878407,False,3250539.873702393,False,31736.000371582028,179176.01523486327,0.0,10643585.41480957,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,7,9857394.05480957,0.0844621814448,832577.0052302188,1084313.3460290527,32529.400380871582,800047.6048493471,0.025,10103828.906179808,286191.36000000004,0.04,0.0,297639.01440000004,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,800047.6048493471,4908278.297970939,15091721.70202906,False,3323596.240944952,False,32529.400380871582,211705.41561573485,0.0,10901467.920579808,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,8,10103828.906179808,0.086151425073696,870459.2589681935,1111421.1796797789,33342.63539039336,837116.6235778002,0.025,10356424.628834302,297639.01440000004,0.04,0.0,309544.57497600006,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,837116.6235778002,5745394.92154874,14254605.07845126,False,3398650.7321845754,False,33342.63539039336,245048.0510061282,0.0,11165969.203810303,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,9,10356424.628834302,0.08787445357516993,910065.1552512463,1139206.7091717732,34176.201275153195,875888.9539760931,0.025,10615335.244555159,309544.57497600006,0.04,0.0,321926.3579750401,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,875888.9539760931,6621283.875524833,13378716.124475166,False,3475760.1691138297,False,34176.201275153195,279224.2522812814,0.0,11437261.602530198,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,10,10615335.244555159,0.08963194264667333,951473.119815178,1167686.8769010676,35030.60630703202,916442.5135081459,0.025,10880718.625669036,321926.3579750401,0.04,0.0,334803.4122940417,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,916442.5135081459,7537726.389032979,12462273.610967021,False,3554983.068711301,False,35030.60630703202,314254.85858831345,0.0,11715522.037963077,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,11,10880718.625669036,0.09142458149960679,994765.1467667684,1196879.0488235939,35906.371464707816,958858.7753020606,0.025,11152736.591310762,334803.4122940417,0.04,0.0,348195.5487858034,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,958858.7753020606,8496585.164335039,11503414.835664961,True,3636379.696613494,False,35906.371464707816,350161.2300530213,0.0,12000932.140096566,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,12,11152736.591310762,0.09325307312959893,1040026.9609446564,1226801.0250441837,36804.03075132551,1003222.9301933309,0.025,11431555.00609353,348195.5487858034,0.04,0.0,362123.3707372355,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1003222.9301933309,9499808.09452837,10500191.90547163,True,3720012.122260618,False,36804.03075132551,386965.26080434676,0.0,12293678.376830766,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,13,11431555.00609353,0.09511813459219091,1087348.1876676383,1257471.0506702883,37724.13152010865,1049624.0561475297,0.025,11717343.881245866,362123.3707372355,0.04,0.0,376608.305566725,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1049624.0561475297,10549432.1506759,9450567.8493241,True,3805944.2758781915,False,37724.13152010865,424689.39232445543,0.0,12593952.18681259,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,14,11717343.881245866,0.09702049728403474,1136822.5302065157,1288907.8269370452,38667.23480811135,1098155.2953984044,0.025,12010277.478277013,376608.305566725,0.04,0.0,391672.637789394,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1098155.2953984044,11647587.446074305,8352412.553925695,True,3894242.007358647,False,38667.23480811135,463356.62713256676,0.0,12901950.116066407,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,15,12010277.478277013,0.09896090722971543,1188547.955330912,1321130.5226104714,39633.91567831414,1148914.0396525979,0.025,12310534.415233936,391672.637789394,0.04,0.0,407339.54330096976,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1148914.0396525979,12796501.485726902,7203498.514273098,True,3984973.1471094536,False,39633.91567831414,502990.5428108809,0.0,13217873.958534906,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,16,12310534.415233936,0.10094012537430974,1242626.8872984683,1354158.785675733,40624.763570271985,1202002.1237281964,0.025,12618297.775614783,407339.54330096976,0.04,0.0,423633.1250330086,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1202002.1237281964,13998503.6094551,6001496.390544901,True,4078207.5689367047,False,40624.763570271985,543615.306381153,0.0,13541930.900647791,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,17,12618297.775614783,0.10295892788179593,1299166.4106705484,1388012.755317626,41640.38265952878,1257526.0280110196,0.025,12933755.22000515,423633.1250330086,0.04,0.0,440578.4500343289,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1257526.0280110196,15256029.63746612,4743970.36253388,True,4174017.2550356165,False,41640.38265952878,585255.6890406817,0.0,13874333.67003948,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,18,12933755.22000515,0.10501810643943187,1358278.4823560584,1422713.0742005666,42681.392226017,1315597.0901300414,0.025,10786927.416137142,440578.4500343289,0.04,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,4743970.362533881,20000000.0,0.0,True,4272476.363162022,True,42681.392226017,627937.0812666987,10786927.416137142,10786927.416137142,LP_HURDLE_ACHIEVED
twenty_year_horizon__failure_never_reaches_hurdle__years_20,1,8500000.0,0.045,382500.0,680000.0,20400.0,362100.0,-0.01,8415000.0,1000000.0,-0.4,0.0,600000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,362100.0,362100.0,19637900.0,False,3203750.0,False,20400.0,20400.0,0.0,9515000.0,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,2,8415000.0,0.045,378675.0,673200.0,20196.0,358479.0,-0.01,8330850.0,600000.0,-0.2,0.0,480000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,358479.0,720579.0,19279421.0,False,3062712.5,False,20196.0,40596.0,0.0,9310850.0,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,3,8330850.0,0.045,374888.25,666468.0,19994.04,354894.21,-0.01,8247541.5,480000.0,0.0,0.0,480000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,354894.21,1075473.21,18924526.79,False,3041885.375,False,19994.04,60590.04,0.0,9227541.5,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,4,8247541.5,0.045,371139.3675,659803.3200000001,19794.0996,351345.2679,-0.01,8165066.085,480000.0,0.03,0.0,494400.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,351345.2679,1426818.4778999998,18573181.5221,False,3035666.52125,False,19794.0996,80384.1396,0.0,9159466.085,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,5,8165066.085,0.045,367427.973825,653205.2868,19596.158604,347831.815221,-0.01,8083415.42415,494400.0,-0.1,0.0,444960.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,347831.815221,1774650.2931209998,18225349.706879,False,2965813.8560375003,False,19596.158604,99980.29820399999,0.0,9028375.424150001,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,6,8083415.42415,0.045,363753.69408675,646673.233932,19400.19701796,344353.49706878996,-0.01,8002581.2699085,444960.0,0.04,0.0,462758.4,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,344353.49706878996,2119003.7901897896,17880996.209810212,False,2963403.717477125,False,19400.19701796,119380.49522196,0.0,8965339.6699085,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,7,8002581.2699085,0.045,360116.1571458825,640206.50159268,19206.1950477804,340909.9620981021,-0.01,7922555.457209415,462758.4,0.03,0.0,476641.15200000006,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,340909.9620981021,2459913.7522878917,17540086.24771211,False,2957280.0163023537,False,19206.1950477804,138586.6902697404,0.0,8899196.609209415,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,8,7922555.457209415,0.045,356514.99557442364,633804.4365767532,19014.133097302594,337500.86247712106,-0.01,7843329.902637321,476641.15200000006,0.02,0.0,486173.97504000005,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,337500.86247712106,2797414.6147650126,17202585.38523499,False,2947006.4506993303,False,19014.133097302594,157600.823367043,0.0,8829503.877677321,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,9,7843329.902637321,0.045,352949.8456186794,627466.3922109857,18823.991766329567,334125.85385234986,-0.01,7764896.603610948,486173.97504000005,0.02,0.0,495897.45454080007,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,334125.85385234986,3131540.4686173624,16868459.53138264,False,2937121.6054435372,False,18823.991766329567,176424.81513337255,0.0,8760794.058151748,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,10,7764896.603610948,0.045,349420.34716249263,621191.7282888758,18635.751848666274,330784.59531382634,-0.01,7687247.6375748385,495897.45454080007,0.02,0.0,505815.4036316161,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,330784.59531382634,3462325.0639311885,16537674.93606881,False,2927627.3130253255,False,18635.751848666274,195060.56698203884,0.0,8693063.041206455,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,11,7687247.6375748385,0.045,345926.1436908677,614979.8110059871,18449.394330179613,327476.7493606881,-0.01,7610375.16119909,505815.4036316161,0.02,0.0,515931.71170424845,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,327476.7493606881,3789801.8132918766,16210198.186708122,False,2918525.502004021,False,18449.394330179613,213509.96131221845,0.0,8626306.87290334,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,12,7610375.16119909,0.045,342466.882253959,608830.0128959272,18264.900386877816,324201.9818670812,-0.01,7534271.409587099,515931.71170424845,0.02,0.0,526250.3459383334,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,324201.9818670812,4114003.7951589576,15885996.204841042,False,2909818.1983351083,False,18264.900386877816,231774.86169909628,0.0,8560521.755525433,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,13,7534271.409587099,0.045,339042.21343141946,602741.712766968,18082.25138300904,320959.96204841044,-0.01,7458928.695491228,526250.3459383334,0.02,0.0,536775.3528571001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,320959.96204841044,4434963.757207368,15565036.242792632,False,2901507.526729907,False,18082.25138300904,249857.11308210532,0.0,8495704.048348328,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,14,7458928.695491228,0.045,335651.79129710526,596714.2956392983,17901.428869178948,317750.36242792633,-0.01,7384339.408536316,536775.3528571001,0.02,0.0,547510.859914242,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,317750.36242792633,4752714.119635294,15247285.880364705,False,2893595.712048321,False,17901.428869178948,267758.5419512843,0.0,8431850.268450558,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,15,7384339.408536316,0.045,332295.2733841342,590747.1526829053,17722.41458048716,314572.85880364705,-0.01,7310496.014450952,547510.859914242,0.02,0.0,558461.0771125269,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,314572.85880364705,5067286.978438941,14932713.02156106,False,2886085.0807252647,False,17722.41458048716,285480.95653177146,0.0,8368957.091563479,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,16,7310496.014450952,0.045,328972.32065029285,584839.6811560763,17545.19043468229,311427.13021561055,-0.01,7237391.054306443,558461.0771125269,0.02,0.0,569630.2986547775,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,311427.13021561055,5378714.108654551,14621285.891345449,False,2878978.062231388,False,17545.19043468229,303026.14696645376,0.0,8307021.35296122,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,17,7237391.054306443,0.045,325682.59744378994,578991.2843445154,17369.73853033546,308312.85891345446,-0.01,7165017.143763378,569630.2986547775,0.02,0.0,581022.904627873,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,308312.85891345446,5687026.967568005,14312973.032431994,False,2872277.1905687177,False,17369.73853033546,320395.88549678924,0.0,8246040.048391251,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,18,7165017.143763378,0.045,322425.771469352,573201.3715010703,17196.041145032108,305229.7303243199,-0.01,7093366.972325744,581022.904627873,0.02,0.0,592643.3627204305,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,305229.7303243199,5992256.697892325,14007743.302107675,False,2865985.1058018664,False,17196.041145032108,337591.92664182134,0.0,8186010.335046175,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,19,7093366.972325744,0.045,319201.51375465846,567469.3577860595,17024.080733581784,302177.43302107666,-0.01,7022433.302602487,592643.3627204305,0.02,0.0,604496.2299748391,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,302177.43302107666,6294434.130913402,13705565.869086597,False,2860104.555625461,False,17024.080733581784,354616.00737540313,0.0,8126929.532577326,
twenty_year_horizon__failure_never_reaches_hurdle__years_20,20,7022433.302602487,0.045,316009.4986171119,561794.6642081989,16853.839926245968,299155.6586908659,-0.01,6952208.969576462,604496.2299748391,0.02,0.0,616586.1545743359,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,299155.6586908659,6593589.789604268,13406410.210395731,False,2854638.3969684513,False,16853.839926245968,371469.8473016491,0.0,8068795.124150798,
